,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
QUITO,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
REINO UNIDO DE GRAN BRETA,,,,,201.0,,,,,201.0,,
REINO UNIDO DE GRAN BRETANA E IRLANDA D,,,,201.0,,,,,,,,
REINO UNIDO DE GRAN BRETANA E IRLANDA DEL NORTE,,,201.0,,,201.0,201.0,201.0,201.0,,201.0,201.0
REPUBLICA DOMINICANA,,,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0
RIO VERDE,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0
RIOBAMBA,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0
ROCAFUERTE,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0
RUMINAHUI,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
SALCEDO,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
SALINAS,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0,405.0
SALITRE,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0
SAMBORONDON,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0
SAN CRISTOBAL,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
SAN FERNANDO,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0
SAN JUAN BOSCO,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0
SAN LORENZO,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0,580.0
SAN MIGUEL,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0
SAN MIGUEL DE LOS BANCOS,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0
SAN PEDRO DE HUACA,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0
SAN VICENTE,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0
SANTA ANA,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0
SANTA CLARA,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0
SANTA CRUZ,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0
SANTA ELENA,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0,410.0
SANTA ISABEL,,,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0
SANTA LUCIA,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0
SANTA ROSA,355.0,355.0,355.0,355.0,355.0,355.0,355.0,355.0,355.0,355.0,355.0,355.0
